id,company_name,signup_date,plan_tier,geography,industry,acquisition_channel,status,archetype
978,Super Innovations,2023-01-02,Enterprise,US,other,referral,churned,enterprise_pilot
979,Fusion,2023-06-21,Basic,US,financial_services,organic_search,active,price_sensitive
980,Gamma,2023-03-15,Pro,US,ecommerce,organic_search,churned,steady_grower
981,Delta,2023-04-27,Enterprise,EU,ecommerce,organic_search,active,price_sensitive
982,Super Systems,2023-05-10,Enterprise,US,ecommerce,organic_search,active,price_sensitive
983,Global Ltd,2023-04-08,Enterprise,US,financial_services,referral,active,steady_grower
984,Nexus,2023-06-04,Enterprise,EU,ecommerce,paid_ads,active,steady_grower
985,Cloud,2023-05-27,Enterprise,EU,ecommerce,partner,active,enterprise_pilot
986,Hyper Group,2023-01-10,Enterprise,US,saas_tech,organic_search,churned,enterprise_pilot
987,Auto Hub,2023-05-29,Enterprise,US,financial_services,organic_search,active,enterprise_pilot
988,Fast Systems,2023-01-28,Basic,EU,ecommerce,direct,churned,price_sensitive
989,Mega Enterprises,2023-03-16,Enterprise,US,healthcare,paid_ads,churned,seasonal_business
990,Pioneer,2023-04-30,Basic,EU,financial_services,partner,active,price_sensitive
991,Gamma Hub,2023-04-05,Basic,EU,saas_tech,paid_ads,churned,price_sensitive
992,Summit,2023-02-05,Enterprise,EU,ecommerce,organic_search,active,price_sensitive
993,Smart,2023-03-30,Enterprise,US,ecommerce,direct,active,steady_grower
994,Rapid,2023-02-07,Enterprise,EU,manufacturing,direct,active,steady_grower
995,Vertex Solutions,2023-04-01,Pro,US,saas_tech,direct,churned,seasonal_business
996,Cloud Enterprises,2023-04-16,Basic,EU,healthcare,organic_search,churned,seasonal_business
997,Fast Ventures,2023-03-15,Basic,US,healthcare,direct,active,price_sensitive
998,Quantum,2023-05-09,Enterprise,EU,financial_services,paid_ads,churned,enterprise_pilot
999,Auto,2023-03-27,Pro,US,financial_services,direct,churned,seasonal_business
1000,Vertex Dynamics,2023-03-04,Pro,US,ecommerce,organic_search,active,seasonal_business
